time,mon_in,mon_out,tue_in,tue_out,wed_in,wed_out,thu_in,thu_out,fri_in,fri_out,sat_in,sat_out,sun_in,sun_out,week_num
00:00,184,380,127,173,115,172,131,195,139,199,441,332,285,223,40
01:00,52,135,44,70,43,78,42,96,59,98,192,236,128,151,40
02:00,28,58,23,50,14,60,17,47,38,76,100,222,104,157,40
03:00,10,43,16,34,14,41,20,49,34,64,99,213,49,166,40
04:00,13,33,12,21,15,36,11,24,14,34,40,104,31,78,40
05:00,45,21,44,21,40,23,35,20,44,23,33,37,20,27,40
06:00,219,73,201,71,191,60,172,58,172,69,183,76,62,43,40
07:00,613,248,616,286,740,331,739,436,726,324,403,238,81,58,40
08:00,1232,572,1180,522,1037,508,920,503,934,482,523,293,161,86,40
09:00,1183,756,1106,744,976,697,920,713,934,594,878,551,346,201,40
10:00,1387,1030,1317,915,1139,843,1053,926,1099,763,1352,863,592,369,40
11:00,1457,1150,1388,1026,1253,961,1220,1008,1352,963,1589,1139,730,599,40
12:00,1820,1342,1584,1175,1464,1140,1277,1051,1462,996,1806,1165,878,799,40
13:00,2163,1656,1961,1501,1733,1315,1554,1333,1720,1218,2031,1359,947,808,40
14:00,2038,1543,1829,1335,1741,1337,1613,1342,1831,1214,2186,1432,1036,768,40
15:00,2058,1493,1841,1331,1665,1171,1734,1373,1841,1299,2342,1490,1125,771,40
16:00,2030,1405,1802,1286,1827,1235,1732,1321,1910,1249,2046,1366,1365,759,40
17:00,2069,1495,2017,1348,1801,1301,1770,1395,2067,1300,2479,1415,1467,778,40
18:00,1864,1216,1732,1093,1995,1279,2275,1498,2369,1332,2773,1495,1769,876,40
19:00,1280,901,1180,835,1202,877,1426,893,1491,826,1910,1184,981,681,40
20:00,778,674,843,651,799,617,906,712,884,610,1134,788,558,445,40
21:00,641,547,648,547,540,481,593,557,724,534,945,628,447,382,40
22:00,618,442,624,496,514,437,519,470,716,463,957,564,362,316,40
23:00,322,343,379,389,282,265,376,458,606,454,742,520,211,247,40
00:00,184,363,129,180,136,193,137,185,176,235,412,360,247,193,41
01:00,52,129,45,73,51,86,43,91,74,116,179,256,110,131,41
02:00,27,55,22,51,17,67,17,44,48,90,94,241,89,135,41
03:00,10,41,15,35,17,46,21,46,44,74,92,230,42,143,41
04:00,12,31,11,21,17,40,11,23,17,40,36,113,26,67,41
05:00,44,20,45,21,47,26,36,19,56,27,31,39,17,23,41
06:00,219,69,206,74,224,67,180,55,219,82,171,82,53,37,41
07:00,615,237,632,296,870,371,773,414,923,384,377,258,69,50,41
08:00,1237,547,1211,540,1219,569,963,478,1189,571,489,318,139,74,41
09:00,1188,722,1136,770,1147,781,963,678,1189,702,821,599,299,174,41
10:00,1392,985,1352,948,1339,945,1102,881,1398,902,1265,936,511,319,41
11:00,1462,1100,1426,1062,1472,1077,1279,960,1720,1139,1486,1236,630,519,41
12:00,1827,1284,1628,1217,1723,1280,1338,1001,1860,1179,1689,1265,758,692,41
13:00,2172,1584,2014,1554,2038,1475,1628,1269,2188,1442,1901,1476,818,699,41
14:00,2047,1476,1878,1382,2047,1500,1690,1278,2329,1437,2046,1555,895,665,41
15:00,2067,1428,1891,1378,1958,1313,1817,1307,2342,1537,2192,1618,971,668,41
16:00,2038,1344,1850,1332,2148,1385,1814,1258,2429,1478,1915,1483,1179,657,41
17:00,2078,1430,2071,1396,2116,1459,1855,1328,2630,1539,2320,1536,1268,674,41
18:00,1870,1163,1776,1131,2343,1434,2384,1426,3014,1577,2596,1624,1529,759,41
19:00,1285,862,1211,864,1412,983,1494,850,1897,977,1787,1285,848,590,41
20:00,781,645,866,674,940,691,950,678,1123,721,1061,856,482,385,41
21:00,644,523,666,567,635,539,621,530,921,632,885,681,386,331,41
22:00,621,422,642,514,604,491,544,448,910,548,896,612,313,274,41
23:00,323,327,389,401,331,296,395,435,770,538,693,564,182,214,41
00:00,172,332,121,156,107,173,156,202,142,184,372,268,351,263,42
01:00,48,118,41,62,40,78,48,99,59,90,161,190,157,178,42
02:00,25,50,20,44,12,60,19,48,37,69,84,179,127,184,42
03:00,9,37,14,30,12,41,23,50,34,58,83,171,59,194,42
04:00,11,28,10,18,13,35,12,25,13,30,33,83,37,91,42
05:00,41,18,42,18,36,22,41,20,44,21,27,29,24,31,42
06:00,204,63,190,63,176,60,202,60,175,64,154,61,76,49,42
07:00,573,217,587,255,686,333,872,452,737,300,339,192,99,68,42
08:00,1153,500,1125,466,961,511,1086,522,950,446,440,237,198,100,42
09:00,1108,661,1055,665,904,701,1086,741,950,550,741,445,426,236,42
10:00,1298,902,1256,819,1055,849,1243,963,1117,707,1141,697,730,433,42
11:00,1364,1008,1324,917,1161,967,1441,1048,1375,892,1341,921,899,705,42
12:00,1705,1177,1512,1052,1358,1149,1509,1094,1487,924,1525,942,1083,940,42
13:00,2026,1451,1872,1344,1607,1325,1836,1387,1750,1130,1715,1100,1167,951,42
14:00,1910,1352,1745,1195,1614,1347,1906,1396,1863,1126,1847,1159,1278,904,42
15:00,1929,1309,1757,1191,1544,1180,2050,1428,1873,1204,1978,1206,1388,907,42
16:00,1902,1231,1720,1151,1693,1244,2046,1375,1943,1158,1729,1105,1684,893,42
17:00,1939,1311,1924,1207,1669,1310,2092,1452,2103,1205,2093,1145,1810,915,42
18:00,1746,1066,1651,978,1848,1289,2688,1559,2410,1235,2342,1210,2182,1030,42
19:00,1199,790,1126,748,1114,883,1684,929,1517,765,1613,958,1210,801,42
20:00,729,591,804,583,741,621,1071,742,898,566,958,638,689,523,42
21:00,601,480,618,490,500,485,700,579,737,496,798,508,551,449,42
22:00,579,386,597,444,476,440,613,490,728,429,808,456,446,372,42
23:00,302,300,362,348,261,266,445,475,616,420,626,421,260,291,42
00:00,168,310,131,167,125,164,149,170,162,236,391,295,271,235,43
01:00,46,109,45,67,46,72,46,83,68,115,169,209,121,159,43
02:00,24,46,22,47,15,56,18,40,43,89,88,197,97,164,43
03:00,8,34,15,32,15,38,22,42,39,74,87,188,46,173,43
04:00,11,25,11,19,15,33,11,21,14,38,34,92,28,81,43
05:00,40,16,45,19,42,20,39,16,51,26,28,32,18,28,43
06:00,200,58,209,68,205,56,195,50,201,81,161,67,58,44,43
07:00,562,202,641,275,799,314,843,381,851,385,357,211,76,60,43
08:00,1131,465,1231,503,1119,482,1050,440,1096,572,463,260,152,89,43
09:00,1086,616,1154,718,1053,662,1050,623,1096,705,778,489,328,211,43
10:00,1273,839,1374,884,1229,802,1201,810,1289,906,1199,767,562,388,43
11:00,1337,938,1448,990,1352,913,1394,883,1586,1144,1410,1012,693,631,43
12:00,1672,1095,1654,1136,1583,1085,1459,921,1717,1185,1603,1037,835,843,43
13:00,1987,1351,2048,1451,1872,1251,1776,1168,2020,1449,1803,1210,901,853,43
14:00,1873,1259,1910,1290,1881,1272,1844,1176,2149,1445,1941,1275,985,811,43
15:00,1892,1219,1922,1286,1799,1115,1983,1203,2161,1544,2079,1327,1070,814,43
16:00,1865,1146,1881,1243,1974,1176,1980,1159,2243,1486,1817,1216,1299,801,43
17:00,1901,1220,2106,1303,1945,1238,2023,1223,2427,1547,2201,1260,1396,821,43
18:00,1712,992,1807,1056,2154,1218,2601,1313,2781,1584,2462,1332,1683,924,43
19:00,1176,736,1232,807,1298,834,1629,782,1751,982,1696,1054,934,718,43
20:00,715,550,880,630,863,587,1036,624,1037,725,1007,702,531,470,43
21:00,588,446,677,529,583,458,677,488,851,636,840,559,425,403,43
22:00,567,360,653,479,555,417,592,413,840,551,850,502,344,333,43
23:00,295,280,396,375,304,251,429,401,711,540,659,462,200,260,43
00:00,132,277,138,189,149,198,137,187,168,244,358,281,274,223,44
01:00,36,98,46,76,55,87,42,91,70,120,154,199,122,151,44
02:00,18,41,22,53,17,68,16,44,44,91,80,187,98,156,44
03:00,6,30,15,36,17,46,20,46,41,75,79,179,46,165,44
04:00,8,23,10,21,18,40,10,23,14,40,31,87,28,76,44
05:00,31,14,48,21,50,24,35,18,52,26,25,30,18,26,44
06:00,157,51,219,77,246,68,179,55,208,83,148,64,58,41,44
07:00,442,179,677,312,961,381,776,417,880,397,327,201,76,57,44
08:00,891,415,1299,571,1345,585,967,483,1134,590,425,248,154,84,44
09:00,856,549,1218,814,1266,804,967,684,1134,728,714,467,333,201,44
10:00,1003,749,1449,1002,1478,974,1107,889,1334,936,1100,732,570,369,44
11:00,1053,837,1528,1122,1626,1109,1284,969,1641,1181,1294,966,702,600,44
12:00,1318,978,1746,1289,1904,1319,1345,1012,1776,1225,1472,990,847,802,44
13:00,1566,1207,2162,1646,2253,1521,1636,1283,2090,1497,1656,1156,914,811,44
14:00,1477,1124,2015,1464,2263,1547,1699,1292,2224,1493,1782,1217,999,771,44
15:00,1491,1088,2028,1459,2165,1354,1827,1321,2236,1596,1910,1266,1085,774,44
16:00,1470,1024,1986,1411,2374,1428,1823,1273,2320,1535,1669,1161,1317,761,44
17:00,1499,1090,2222,1479,2340,1504,1864,1343,2511,1598,2021,1202,1416,781,44
18:00,1350,886,1906,1198,2591,1479,2396,1442,2878,1637,2261,1271,1707,879,44
19:00,927,657,1300,916,1561,1014,1501,859,1811,1015,1557,1006,947,683,44
20:00,563,491,929,715,1038,713,955,686,1073,749,924,671,539,446,44
21:00,465,399,714,600,700,557,624,536,880,657,771,533,431,383,44
22:00,448,321,689,543,667,506,547,454,869,569,780,479,348,317,44
23:00,232,250,418,424,364,306,396,440,735,558,604,441,203,247,44
00:00,178,379,111,138,125,173,136,172,125,180,342,259,337,295,45
01:00,49,134,38,54,46,76,41,84,52,87,147,183,150,199,45
02:00,25,55,17,38,13,59,15,40,32,67,77,172,121,206,45
03:00,7,40,11,25,13,39,19,42,30,56,76,165,56,217,45
04:00,11,31,8,15,14,35,10,21,10,29,29,80,35,100,45
05:00,41,19,38,15,41,21,35,16,39,19,23,27,22,34,45
06:00,211,70,174,55,204,59,178,50,155,61,141,59,72,54,45
07:00,594,247,539,226,797,333,771,383,658,292,313,185,94,74,45
08:00,1198,571,1034,414,1116,512,961,443,848,436,405,228,190,111,45
09:00,1150,754,970,591,1050,703,961,629,848,537,683,430,410,265,45
10:00,1349,1030,1154,728,1226,852,1099,818,997,690,1052,674,703,486,45
11:00,1417,1150,1217,815,1348,970,1276,891,1228,872,1237,890,866,792,45
12:00,1773,1345,1391,937,1580,1154,1336,932,1330,904,1408,912,1045,1058,45
13:00,2107,1659,1722,1197,1869,1330,1626,1181,1564,1105,1583,1065,1128,1071,45
14:00,1986,1546,1606,1064,1877,1353,1689,1189,1664,1102,1704,1123,1233,1018,45
15:00,2006,1496,1616,1061,1796,1185,1816,1216,1674,1178,1827,1168,1340,1022,45
16:00,1977,1407,1582,1025,1969,1250,1812,1172,1737,1134,1596,1070,1626,1006,45
17:00,2016,1499,1771,1075,1941,1316,1853,1236,1880,1180,1933,1109,1747,1031,45
18:00,1815,1218,1519,871,2149,1294,2381,1328,2154,1209,2163,1172,2106,1160,45
19:00,1247,903,1036,666,1295,887,1492,791,1356,749,1490,928,1169,902,45
20:00,758,676,740,519,861,624,949,632,803,554,885,618,665,589,45
21:00,625,548,569,436,581,488,621,493,659,485,737,492,532,506,45
22:00,602,441,549,395,554,443,543,418,651,420,745,442,430,418,45
23:00,313,343,333,309,303,267,394,405,550,412,577,407,251,327,45
00:00,166,305,125,173,133,186,140,180,124,179,452,336,317,241,46
01:00,44,107,42,68,49,81,43,87,52,87,194,238,141,162,46
02:00,22,44,19,48,15,63,16,41,32,66,100,224,113,168,46
03:00,7,32,12,32,15,42,20,43,29,55,99,214,52,177,46
04:00,10,24,8,18,15,37,10,21,9,28,38,104,32,81,46
05:00,38,15,42,18,44,21,36,16,38,18,31,35,20,27,46
06:00,196,56,197,69,218,63,184,51,155,61,186,76,66,44,46
07:00,553,198,611,285,852,357,798,399,658,291,413,241,88,60,46
08:00,1116,458,1172,522,1193,549,994,462,848,433,536,296,178,90,46
09:00,1072,606,1099,744,1123,755,994,656,848,533,903,559,385,216,46
10:00,1257,828,1307,917,1311,914,1137,853,997,686,1391,877,659,398,46
11:00,1320,925,1379,1026,1442,1041,1321,929,1228,866,1635,1158,813,648,46
12:00,1652,1082,1577,1180,1690,1239,1384,972,1330,899,1861,1187,982,867,46
13:00,1964,1335,1952,1508,1999,1428,1684,1231,1565,1099,2093,1385,1060,876,46
14:00,1851,1244,1820,1340,2008,1452,1749,1241,1665,1096,2254,1461,1158,833,46
15:00,1870,1204,1832,1336,1921,1273,1880,1268,1674,1172,2414,1519,1259,837,46
16:00,1843,1132,1793,1292,2106,1341,1876,1222,1738,1128,2110,1393,1528,824,46
17:00,1879,1206,2007,1354,2076,1412,1919,1289,1880,1173,2555,1442,1641,844,46
18:00,1692,981,1722,1097,2300,1389,2466,1385,2154,1202,2859,1525,1979,950,46
19:00,1162,727,1174,839,1385,952,1545,825,1356,745,1970,1207,1098,738,46
20:00,706,544,839,655,921,670,983,659,804,551,1169,804,625,482,46
21:00,582,441,645,549,622,524,642,514,659,482,975,640,499,414,46
22:00,562,355,622,498,592,476,561,436,651,418,986,574,404,343,46
23:00,292,276,378,389,323,287,407,423,550,410,764,528,236,267,46
00:00,186,346,125,176,131,180,149,179,153,378,359,330,249,216,47
01:00,50,122,42,70,48,78,46,87,64,184,154,232,110,145,47
02:00,24,49,19,48,14,60,17,40,39,139,79,219,88,150,47
03:00,7,36,12,32,14,40,20,42,36,116,78,210,41,158,47
04:00,10,28,8,19,14,35,10,20,12,60,29,101,24,72,47
05:00,42,17,42,19,43,21,37,15,47,39,24,33,16,24,47
06:00,221,63,197,71,215,60,194,51,190,128,147,74,52,39,47
07:00,623,225,614,291,845,345,844,396,809,613,327,236,69,53,47
08:00,1258,521,1177,533,1183,530,1053,459,1043,915,424,290,140,81,47
09:00,1208,689,1104,760,1113,729,1053,652,1043,1128,714,547,302,193,47
10:00,1417,941,1313,937,1300,883,1205,848,1227,1450,1101,859,518,355,47
11:00,1487,1051,1385,1048,1430,1006,1398,924,1510,1832,1294,1134,638,580,47
12:00,1863,1231,1585,1206,1676,1198,1466,967,1636,1901,1475,1163,772,776,47
13:00,2214,1518,1962,1541,1983,1381,1783,1225,1925,2322,1658,1358,834,785,47
14:00,2087,1414,1829,1370,1991,1404,1853,1234,2049,2317,1785,1432,911,746,47
15:00,2108,1368,1841,1366,1905,1230,1992,1262,2060,2477,1913,1488,990,749,47
16:00,2077,1287,1802,1320,2089,1297,1988,1216,2137,2383,1671,1365,1201,737,47
17:00,2119,1371,2017,1384,2059,1365,2032,1283,2313,2481,2024,1414,1290,756,47
18:00,1908,1115,1730,1121,2280,1343,2612,1378,2651,2541,2265,1494,1555,851,47
19:00,1310,826,1180,858,1373,921,1636,821,1668,1575,1560,1183,863,661,47
20:00,796,618,843,669,914,648,1041,656,989,1164,926,788,491,432,47
21:00,657,501,647,561,617,507,681,512,810,1018,772,627,393,371,47
22:00,633,404,625,508,587,460,596,434,800,883,781,563,318,307,47
23:00,328,313,379,398,321,277,432,420,676,866,605,518,186,239,47
00:00,207,525,118,141,149,206,152,197,148,185,450,299,280,223,48
01:00,55,185,40,55,54,89,46,96,62,90,193,211,123,149,48
02:00,27,75,17,38,16,69,17,44,37,68,99,199,99,154,48
03:00,8,55,10,25,16,46,20,46,34,56,98,190,45,163,48
04:00,11,41,7,14,16,40,10,22,11,29,37,92,27,74,48
05:00,47,26,39,14,48,24,38,16,45,18,30,30,17,24,48
06:00,246,96,185,56,246,69,199,55,184,62,185,67,58,40,48
07:00,695,341,577,232,964,397,866,435,786,301,411,214,77,55,48
08:00,1403,790,1107,426,1351,610,1080,504,1014,450,533,263,156,83,48
09:00,1347,1046,1038,608,1270,839,1080,717,1014,554,898,498,339,199,48
10:00,1581,1429,1236,749,1484,1017,1236,932,1192,713,1384,781,581,367,48
11:00,1660,1595,1304,839,1631,1157,1434,1016,1468,901,1627,1031,717,598,48
12:00,2078,1868,1491,965,1913,1379,1504,1064,1591,935,1854,1058,867,801,48
13:00,2471,2304,1846,1233,2264,1589,1830,1348,1871,1143,2085,1235,936,810,48
14:00,2328,2146,1721,1097,2273,1617,1901,1358,1991,1141,2244,1302,1022,770,48
15:00,2352,2077,1733,1093,2176,1416,2044,1388,2003,1220,2405,1354,1111,774,48
16:00,2318,1953,1696,1057,2385,1493,2040,1338,2078,1173,2101,1242,1348,761,48
17:00,2364,2080,1898,1108,2351,1572,2085,1411,2249,1221,2545,1286,1449,781,48
18:00,2129,1691,1629,897,2604,1546,2680,1516,2577,1251,2848,1360,1747,879,48
19:00,1462,1253,1111,686,1569,1060,1679,903,1623,776,1962,1077,969,683,48
20:00,888,938,794,535,1043,746,1069,722,962,573,1165,717,551,446,48
21:00,733,760,610,449,704,583,699,563,788,501,971,570,441,383,48
22:00,707,613,588,407,670,528,611,477,778,435,982,511,357,317,48
23:00,366,475,357,319,365,319,444,463,658,426,760,470,209,247,48
00:00,166,308,130,178,117,160,114,123,158,208,402,274,382,294,49
01:00,43,109,43,70,42,68,35,59,66,101,172,193,167,197,49
02:00,21,43,19,48,12,53,12,27,40,76,88,182,135,204,49
03:00,6,32,11,32,12,35,15,28,37,63,87,174,62,216,49
04:00,8,24,7,18,12,30,7,13,11,32,32,84,36,97,49
05:00,37,14,43,18,38,18,28,9,48,21,26,27,22,32,49
06:00,198,55,206,70,193,53,148,34,198,70,164,61,78,53,49
07:00,558,199,640,293,757,306,645,272,845,338,367,196,105,72,49
08:00,1129,462,1229,537,1060,471,804,315,1090,505,476,241,213,109,49
09:00,1084,612,1152,767,997,648,804,448,1090,622,803,455,462,262,49
10:00,1271,836,1371,945,1165,785,920,582,1281,800,1238,716,792,485,49
11:00,1335,934,1447,1058,1282,894,1069,635,1579,1011,1454,945,976,791,49
12:00,1672,1094,1656,1218,1503,1066,1121,666,1712,1051,1659,970,1181,1060,49
13:00,1988,1350,2050,1556,1779,1229,1364,843,2013,1284,1865,1133,1276,1071,49
14:00,1873,1257,1911,1384,1786,1250,1417,849,2142,1281,2008,1194,1394,1019,49
15:00,1893,1217,1924,1380,1709,1095,1524,868,2154,1370,2151,1241,1516,1023,49
16:00,1865,1144,1882,1334,1874,1154,1521,836,2235,1318,1879,1139,1839,1008,49
17:00,1902,1219,2108,1398,1847,1215,1555,882,2419,1372,2276,1179,1976,1032,49
18:00,1712,991,1808,1132,2045,1195,1998,948,2771,1405,2547,1246,2381,1162,49
19:00,1176,735,1233,866,1232,819,1252,565,1745,871,1754,987,1321,904,49
20:00,714,550,881,675,820,577,797,452,1035,644,1041,657,751,590,49
21:00,590,446,677,566,553,451,521,352,848,563,869,523,601,507,49
22:00,569,359,653,514,527,409,455,299,837,488,878,469,486,419,49
23:00,294,278,396,402,286,247,330,290,708,479,680,432,285,327,49
00:00,159,365,128,156,108,143,148,176,153,191,367,254,403,334,50
01:00,42,128,42,61,39,60,45,84,64,93,157,178,177,223,50
02:00,20,50,18,41,11,46,16,39,38,69,80,168,142,231,50
03:00,6,38,11,27,11,31,19,40,35,58,79,161,65,245,50
04:00,7,28,7,16,11,27,9,19,11,29,29,77,38,111,50
05:00,36,17,42,16,35,16,36,13,46,19,23,25,23,35,50
06:00,189,65,201,61,179,46,193,48,190,64,150,56,82,60,50
07:00,537,236,627,257,705,272,844,389,814,310,335,181,110,82,50
08:00,1085,547,1205,471,987,419,1053,451,1050,463,435,222,225,124,50
09:00,1042,724,1130,673,928,576,1053,641,1050,571,734,422,488,298,50
10:00,1222,989,1344,830,1085,699,1205,834,1234,734,1132,662,839,551,50
11:00,1283,1105,1418,929,1193,796,1399,909,1520,928,1330,874,1035,899,50
12:00,1608,1295,1624,1070,1400,949,1468,953,1649,964,1517,898,1253,1206,50
13:00,1912,1598,2010,1367,1657,1094,1786,1207,1939,1179,1706,1049,1353,1218,50
14:00,1802,1488,1874,1216,1663,1112,1855,1216,2063,1176,1836,1105,1478,1159,50
15:00,1820,1441,1886,1212,1592,975,1995,1243,2075,1258,1968,1149,1606,1163,50
16:00,1793,1355,1846,1172,1746,1027,1991,1198,2153,1209,1719,1054,1949,1145,50
17:00,1829,1443,2067,1228,1720,1082,2035,1264,2331,1259,2082,1092,2094,1174,50
18:00,1647,1173,1773,995,1905,1064,2616,1357,2670,1290,2330,1154,2524,1322,50
19:00,1131,870,1209,761,1148,730,1639,809,1681,800,1605,914,1401,1027,50
20:00,687,651,864,593,763,514,1044,647,996,591,953,608,796,671,50
21:00,568,528,663,498,515,401,682,504,816,517,794,484,637,576,50
22:00,547,425,641,450,490,364,597,428,806,449,803,434,516,476,50
23:00,282,330,389,353,268,220,433,415,680,439,621,400,302,372,50
00:00,170,300,139,181,123,147,160,199,120,164,392,289,296,209,51
01:00,44,105,45,71,44,62,48,95,50,79,168,204,129,139,51
02:00,21,42,20,48,12,48,17,43,29,60,86,192,104,145,51
03:00,5,30,11,32,12,32,20,45,27,50,85,184,47,153,51
04:00,7,23,7,18,12,27,9,21,8,25,30,88,27,69,51
05:00,38,14,45,18,39,16,39,14,36,16,25,28,16,22,51
06:00,202,54,219,71,203,48,209,54,149,55,160,64,60,37,51
07:00,572,193,685,299,799,282,914,441,640,267,358,207,80,51,51
08:00,1157,449,1317,550,1120,434,1140,511,825,400,465,254,165,77,51
09:00,1111,595,1234,785,1053,596,1140,727,825,493,784,481,358,187,51
10:00,1304,813,1470,968,1231,723,1304,945,970,635,1210,756,615,345,51
11:00,1370,908,1550,1084,1353,823,1514,1030,1195,802,1422,999,759,564,51
12:00,1717,1065,1776,1249,1589,982,1589,1081,1297,834,1622,1026,919,757,51
13:00,2041,1314,2198,1596,1881,1132,1934,1369,1525,1020,1824,1198,992,765,51
14:00,1923,1224,2049,1419,1888,1152,2008,1379,1623,1017,1964,1263,1084,727,51
15:00,1943,1185,2063,1415,1807,1009,2160,1410,1632,1088,2104,1313,1179,730,51
16:00,1915,1114,2019,1368,1981,1063,2155,1359,1693,1046,1838,1205,1430,719,51
17:00,1952,1186,2260,1433,1952,1119,2203,1433,1833,1089,2227,1247,1536,737,51
18:00,1758,965,1939,1161,2162,1101,2832,1539,2099,1116,2492,1318,1852,830,51
19:00,1207,715,1322,888,1303,755,1774,918,1323,692,1716,1044,1028,645,51
20:00,734,536,945,693,866,532,1130,734,784,511,1019,694,584,422,51
21:00,606,434,726,581,584,415,739,572,642,447,850,552,467,362,51
22:00,584,349,700,527,557,376,646,485,634,388,859,495,379,300,51
23:00,302,271,425,412,303,228,469,470,536,379,665,456,221,234,51
00:00,138,284,138,151,11,23,56,66,70,98,242,167,230,158,52
01:00,36,100,44,59,4,9,16,32,29,48,103,117,100,105,52
02:00,16,39,19,39,1,7,6,14,17,35,52,110,81,109,52
03:00,4,28,11,26,1,4,7,14,16,30,51,106,37,115,52
04:00,5,21,7,15,1,4,3,6,4,14,18,51,21,52,52
05:00,31,13,44,15,3,2,13,4,21,9,14,16,12,16,52
06:00,164,50,216,59,19,7,73,17,88,33,98,36,46,28,52
07:00,465,183,677,250,74,44,323,145,377,161,220,119,62,38,52
08:00,941,425,1302,458,105,68,402,168,486,240,285,147,128,58,52
09:00,904,563,1220,654,98,93,402,239,486,296,482,278,279,141,52
10:00,1060,769,1453,807,115,113,461,311,571,381,744,437,478,260,52
11:00,1113,859,1532,903,127,129,535,339,704,482,874,578,590,425,52
12:00,1396,1008,1756,1042,150,155,562,357,764,502,998,594,716,571,52
13:00,1660,1244,2174,1331,177,178,684,452,899,614,1122,694,773,577,52
14:00,1564,1159,2026,1183,178,181,710,455,956,612,1208,731,844,549,52
15:00,1580,1122,2039,1180,170,159,764,465,962,654,1295,760,918,551,52
16:00,1557,1055,1996,1141,186,168,762,448,998,629,1131,697,1114,543,52
17:00,1588,1123,2235,1196,184,176,779,473,1081,655,1370,722,1196,556,52
18:00,1429,914,1917,969,203,174,1002,508,1238,671,1533,763,1442,626,52
19:00,982,677,1307,741,123,119,628,303,780,416,1056,604,801,487,52
20:00,596,508,934,577,81,84,400,242,462,308,627,402,455,318,52
21:00,492,411,717,485,54,66,261,189,379,269,523,320,364,272,52
22:00,474,331,692,439,52,60,229,160,373,233,528,287,295,225,52
23:00,244,257,420,343,28,36,166,155,315,229,409,265,173,176,52
